Proteome Id,Organism,Organism Id,Protein count,CPD,Taxon mnemonic,Components,Genome assembly ID,Genome representation,Complete,Single,Double,Fragmented,Missing,Count,Taxonomy_Root,Taxonomy_Domain,Taxonomy_Clade1,Taxonomy_Phylum,Taxonomy_Clade2,Taxonomy_Class,Taxonomy_Order,Taxonomy_Family,Taxonomy_Genus,Taxonomy_Species,Taxonomy_Level_11
UP001564723,Natrarchaeobius sp. A-rgal3,3240101,4721,Unknown,9EURY,Unassembled WGS sequence,GCA_041205745.1,full,98.3,96.6,1.8,0.0,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobius,unclassified Natrarchaeobius,
UP001575037,Natrinema sp. HArc-T2,3242701,3644,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_041821085.1,full,99.0,97.7,1.3,0.1,0.9,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,unclassified Natrinema,
UP001575038,Natrinema sp. H-ect1,3242700,3791,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_041821105.1,full,99.1,97.7,1.4,0.1,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,unclassified Natrinema,
UP001575039,Natronorubrum sp. A-ect3,3242698,3922,Close to standard (high value),9EURY,Unassembled WGS sequence,GCA_041821125.1,full,98.2,96.7,1.5,0.2,1.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronorubrum,unclassified Natronorubrum,
UP001575141,Halopenitus sp. H-Gu1,3242697,3121,Unknown,9EURY,Unassembled WGS sequence,GCA_041821145.1,full,96.6,95.2,1.3,0.2,3.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halopenitus,unclassified Halopenitus,
UP001576164,Natrinema sp. H-ect4,3242699,4551,Unknown,9EURY,Unassembled WGS sequence,GCA_041894845.1,full,98.8,96.1,2.7,0.0,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,unclassified Natrinema,
UP001609582,Haladaptatus sp. CMAA 1909,3368986,5545,Outlier (high value),9EURY,Unassembled WGS sequence,GCA_043952005.1,full,99.3,98.0,1.3,0.0,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,unclassified Haladaptatus,
UP001609583,Haladaptatus sp. CMAA 1911,3368987,5459,Unknown,9EURY,Unassembled WGS sequence,GCA_043952035.1,full,99.3,98.0,1.3,0.0,0.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,unclassified Haladaptatus,
UP000006507,Natrinema sp. (strain J7-2),406552,4296,Outlier (high value),NATSJ,Chromosome; Plasmid pJ7-1,GCA_000281695.1,full,98.7,96.9,1.8,0.1,1.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,unclassified Natrinema,
UP000011507,Haloferax sp. ATCC BAA-644,1227462,3545,Unknown,9EURY,Unassembled WGS sequence,GCA_000336975.1,full,98.0,97.8,0.2,0.7,1.3,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000011673,Haloferax sp. ATCC BAA-645,1227463,3557,Unknown,9EURY,Unassembled WGS sequence,GCA_000336835.1,full,98.9,98.7,0.2,0.5,0.6,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000011677,Haloferax sp. ATCC BAA-646,1227464,3569,Unknown,9EURY,Unassembled WGS sequence,GCA_000336855.1,full,98.2,97.9,0.3,0.7,1.2,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,unclassified Haloferax,
UP000251460,Halorubrum sp. 48-1-W,2249761,3309,Unknown,9EURY,Unassembled WGS sequence,GCA_003287355.1,full,96.6,95.7,0.9,0.4,3.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000473608,Halorubrum sp. JWXQ-INN 858,2690782,2889,Unknown,9EURY,Unassembled WGS sequence,GCA_009806985.1,full,97.8,96.8,1.0,0.0,2.2,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP001242572,Natrialbaceae archaeon AArc-T1-2,3053904,3299,Standard,9EURY,Chromosome; Plasmid plAArc-T1-2-L; Plasmid plAArc-T1-2-S,GCA_030273315.1,full,97.2,96.1,1.1,0.1,2.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrarchaeobaculum,unclassified Natrarchaeobaculum,
UP001321544,Halostagnicola sp. A-GB9-2,3048066,4408,Unknown,9EURY,Unassembled WGS sequence,GCA_030068615.1,full,98.7,97.1,1.5,0.0,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,unclassified Halostagnicola,
UP000305812,Halorubrum sp. GN11GM_10-3_MGM,2518111,3292,Unknown,9EURY,Unassembled WGS sequence,GCA_005435175.1,full,97.8,96.9,0.9,0.6,1.7,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000306494,Halorubrum sp. CGM5_25_10-8B,2518115,3315,Standard,9EURY,Unassembled WGS sequence,GCA_005435095.1,full,97.7,96.6,1.1,0.3,2.0,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000308601,Halorubrum sp. GN11_10-6_MGM,2518112,3151,Close to standard (low value),9EURY,Unassembled WGS sequence,GCA_005435165.1,full,97.3,96.6,0.8,0.3,2.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000308636,Halorubrum sp. CGM4_25_10-8A,2518116,3381,Unknown,9EURY,Unassembled WGS sequence,GCA_005435025.1,full,99.6,99.1,0.5,0.2,0.2,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000308993,Halorubrum sp. GN12_10-3_MGM,2518113,3438,Unknown,9EURY,Unassembled WGS sequence,GCA_005435235.1,full,99.6,99.2,0.4,0.2,0.2,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,unclassified Halorubrum,
UP000011572,Halorubrum distributum JCM 10247,1227486,3246,Unknown,9EURY,Unassembled WGS sequence,GCA_000337435.1,full,96.7,96.1,0.6,0.8,2.5,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum distributum group,Halorubrum distributum
UP000011614,Halorubrum distributum JCM 10118,1227468,3123,Unknown,9EURY,Unassembled WGS sequence,GCA_000337335.1,full,99.6,99.2,0.4,0.4,0.0,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum distributum group,Halorubrum distributum
UP000000390,Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3),795797,3779,Close to standard (high value),HALJB,Chromosome; Plasmid 1; Plasmid 2; Plasmid 3; Plasmid 4; Plasmid 5; Plasmid 6,GCA_000196895.1,full,99.0,98.2,0.8,0.2,0.8,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Halococcaceae,Halalkalicoccus,Halalkalicoccus jeotgali,
UP000010843,Natrinema pellirubrum (strain DSM 15624 / CIP 106293 / JCM 10476 / NCIMB 786 / 157),797303,4138,Unknown,NATP1,Chromosome; Plasmid pNATPE01; Plasmid pNATPE02,GCA_000230735.3,full,99.8,98.9,0.9,0.0,0.2,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pellirubrum,
UP000011585,Halogeometricum borinquense (strain ATCC 700274 / DSM 11551 / JCM 10706 / KCTC 4070 / PR3),469382,3879,Unknown,HALBP,Unassembled WGS sequence,GCA_000337855.1,full,99.0,98.5,0.6,0.4,0.6,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Halogeometricum,Halogeometricum borinquense,
UP000298722,Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui),272569,4024,Unknown,HALMA,Chromosome; Plasmid pHMA133; Plasmid pHMA155; Plasmid pHMA288; Plasmid pHMA33; Plasmid pHMA34; Plasmid pHMA411,GCA_005310945.1,full,99.9,99.4,0.4,0.0,0.1,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,
UP000011535,Haloferax lucentense (strain DSM 14919 / JCM 9276 / NCIMB 13854 / Aa 2.2) (Haloferax alicantei),1230452,3632,Unknown,HALL2,Unassembled WGS sequence,GCA_000336795.1,full,98.2,96.8,1.4,0.4,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax volcanii,
UP000005629,Haloarcula hispanica (strain ATCC 33960 / DSM 4426 / JCM 8911 / NBRC 102182 / NCIMB 2187 / VKM B-1755),634497,3855,Close to standard (high value),HALHT,Chromosome I; Chromosome II; Plasmid pHH400,GCA_000223905.1,full,99.4,99.2,0.2,0.2,0.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica,
UP000006469,Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4) (Halobacterium mediterranei),523841,3826,Close to standard (high value),HALMT,Chromosome; Plasmid pHM100; Plasmid pHM300; Plasmid pHM500,GCA_000306765.2,full,99.9,99.4,0.5,0.0,0.1,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax mediterranei,
UP000027075,Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4) (Halobacterium mediterranei),523841,3592,Unknown,HALMT,Chromosome; Plasmid HMPLAS1; Plasmid HMPLAS2; Plasmid HMPLAS3,GCA_000685635.1,full,96.0,95.6,0.4,0.3,3.8,1039.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax mediterranei,
UP000299011,Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4) (Halobacterium mediterranei),523841,3738,Close to standard (high value),HALMT,Chromosome; Plasmid pHME132; Plasmid pHME322; Plasmid pHME505,GCA_005406325.1,full,99.4,98.0,1.4,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax mediterranei,
UP001276063,Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4) (Halobacterium mediterranei),523841,3793,Unknown,HALMT,Unassembled WGS sequence,GCA_033843025.1,full,99.4,98.0,1.4,0.1,0.4,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax mediterranei,
UP000011532,Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii),309800,3886,Close to standard (high value),HALVD,Unassembled WGS sequence,GCA_000337315.1,full,98.3,96.8,1.5,0.3,1.3,904.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloferacaceae,Haloferax,Haloferax volcanii,
UP000011613,Natronobacterium gregoryi (strain ATCC 43098 / DSM 3393 / CCM 3738 / CIP 104747 / IAM 13177 / JCM 8860 / NBRC 102187 / NCIMB 2189 / SP2),797304,3655,Unknown,NATGS,Unassembled WGS sequence,GCA_000337655.1,full,96.2,95.9,0.3,1.0,2.8,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium gregoryi,
UP000234484,Natronobacterium gregoryi (strain ATCC 43098 / DSM 3393 / CCM 3738 / CIP 104747 / IAM 13177 / JCM 8860 / NBRC 102187 / NCIMB 2189 / SP2),797304,3568,Unknown,NATGS,Unassembled WGS sequence,GCA_002855455.1,full,97.8,97.5,0.3,0.1,2.0,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natronobacterium,Natronobacterium gregoryi,
UP000011543,Natrialba magadii (strain ATCC 43099 / DSM 3394 / CCM 3739 / CIP 104546 / IAM 13178 / JCM 8861 / NBRC 102185 / NCIMB 2190 / MS3) (Natronobacterium magadii),547559,4196,Unknown,NATMM,Unassembled WGS sequence,GCA_000337875.1,full,97.5,97.1,0.4,0.5,2.0,1368.0,cellular organisms,Archaea,Methanobacteriati,Methanobacteriota,Stenosarchaea group,Halobacteria,Halobacteriales,Natrialbaceae,Natrialba,Natrialba magadii,
